ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
44236,13407,883,,,
44237,38713,883,,,
44238,42732,883,,,
44239,41341,883,,,
44240,45392,883,,,
44241,41568,883,,,
44242,13408,884,,,
44243,38714,884,,,
44244,42733,884,,,
44245,41342,884,,,
44246,45393,884,,,
44247,41569,884,,,
44248,13409,885,,,
44249,38715,885,,,
44250,42734,885,,,
44251,41343,885,,,
44252,45394,885,,,
44253,41570,885,,,
44254,47861,5112,,,
44255,49268,6385,,,
44256,47816,6385,,,
44257,47450,6385,,,
44258,45834,6385,,,
44259,49325,6385,,,
44260,47337,6385,,,
44263,45396,3153,,,
44264,41572,3153,,,
44265,38877,887,,,
44266,42736,887,,,
44267,41345,887,,,
44268,47913,887,,,
44269,49316,6386,,,
44270,49375,6387,,,
44271,49874,6397,,,
44272,46156,6397,,,
44273,42669,6397,,,
44274,24946,6388,,,
44275,9623,6389,,,
44278,9536,6391,,,
44282,9538,6395,,,
44283,48976,5097,,,
44284,47920,5097,,,
44285,47929,5097,,,
44286,9432,6396,,,
44287,49321,6398,,,
44289,9459,6400,,,
44290,45241,6401,,,
44291,47469,6403,,,
44292,47768,6403,,,
44293,47339,3153,,,
44294,13412,888,,,
44295,42251,888,,,
44296,38718,888,,,
44297,42737,888,,,
44298,41346,888,,,
44299,45397,888,,,
44300,41573,888,,,
44301,47495,981,,,
44302,49604,981,,,
44303,49799,7569,,,
44304,48790,982,,,
44305,47496,982,,,
44306,49605,1690,,,
44307,48935,9635,,,
44308,47641,9635,,,
44309,49750,983,,,
44310,45192,7569,,,
44311,45398,3171,,,
44312,13414,6432,,,
44313,38720,6432,,,
44314,9492,6432,,,
44315,42739,6432,,,
44316,41348,6432,,,
44317,41575,6432,,,
44318,41576,890,,,
44319,38722,6458,,,
44320,42741,6458,,,
44321,41350,6458,,,
44322,45400,6458,,,
44323,41577,6458,,,
44324,38723,782,,,
44325,47342,782,,,
44326,42742,2688,,,
44327,41351,2688,,,
44328,13417,6470,,,
44329,47864,6470,,,
44330,41578,782,,,
44331,42743,2709,,,
44332,41352,2709,,,
44333,41579,2709,,,
44334,25058,2457,,,
44335,38861,2457,,,
44336,49328,2457,,,
44337,47867,2457,,,
44338,47343,2457,,,
44339,42881,2457,,,
44340,41490,2457,,,
44341,49298,2457,,,
44342,45522,2457,,,
44343,41717,2457,,,
44344,13525,1274,,,
44345,42829,1274,,,
44346,41438,1274,,,
44347,45478,1274,,,
44348,41665,1274,,,
44349,50563,8321,,,
44350,45276,5031,,,105[268{note. Ölberg 97f.}]
44351,42895,6407,,,
44352,41504,6407,,,
44353,49256,6407,,,
44354,45277,6408,,,
44355,47831,5204,,,
44364,13422,2722,,,
44365,41582,894,,,
44366,38728,894,,,
44373,41588,897,,,
44374,42882,2456,,,
44375,41491,2456,,,
44376,38735,898,,,
44377,13429,2047,,,
44378,42857,898,,,
44379,41466,898,,,
44380,45505,898,,,
44381,41693,898,,,
44384,13430,8246,,,
44385,38736,8246,,,
44386,42753,8246,,,
44387,41362,8246,,,
44388,41589,8246,,,
44389,48791,984,,,
44390,47497,984,,,
44391,47769,6412,,,
44392,38737,900,,,
44393,42754,900,,,
44394,41363,900,,,
44395,45409,900,,,
44396,41590,900,,,
44398,42755,8247,,,
44399,41364,8247,,,
44401,41591,8247,,,
44402,38739,902,,,
44403,42756,902,,,
44404,41365,902,,,
44405,41592,902,,,
44406,45411,1396,,,
44407,14424,1264,,,
44408,47352,1264,,,
44409,42854,1264,,,
44410,41463,1264,,,
44411,45502,1264,,,
44412,49606,1692,,,
44413,42758,72,,,
44414,41367,72,,,
44415,41594,72,,,
44417,13437,905,,,
44418,38743,905,,,
44419,47355,905,,,
44420,42759,905,,,
44421,41368,905,,,
44422,45414,905,,,
44423,41595,905,,,
44424,13438,257,,,
44425,38744,257,,,
44426,42760,257,,,
44427,41369,257,,,
44428,45415,257,,,
44429,41596,257,,,
44430,26796,6414,,,
44432,36204,6416,,,
44434,49528,6416,,,
44435,47470,9631,,,
44436,47934,9631,,,
44437,47356,906,,,
44438,42761,906,,,
44439,41370,906,,,
44440,45416,906,,,
44441,41597,906,,,
44442,38745,906,,,
44444,13439,906,,,
44445,49503,6416,,,
44446,47771,6417,,,
44447,30817,6418,,,105[301f.]
44448,47460,6419,,,
44450,47679,6421,,,
44451,42762,907,,,
44452,41371,907,,,
44453,45417,907,,,
44454,41598,907,,,
44455,49788,6422,,,
44456,38746,907,,,
44457,13440,6423,,,
44462,13442,909,,,
44463,38748,909,,,
44464,42764,909,,,
44465,41373,909,,,
44466,41600,909,,,
44467,45418,2198,,,
44468,26144,2336,,,
44469,47809,2336,,,
44470,47443,2336,,,
44471,49331,2336,,,
44472,47872,2336,,,
44473,47357,2336,,,
44474,42883,2336,,,
44475,41492,2336,,,
44476,49301,2336,,,
44477,45524,2336,,,
44478,49233,2336,,,
44479,41719,2336,,,
44480,49451,2336,,,
44489,47950,1694,,,
44490,13444,910,,,
44491,38750,910,,,
44492,42766,910,,,
44493,41375,910,,,
44494,45420,910,,,
44495,41602,910,,,
44496,38751,911,,,
44497,41376,911,,,
44498,41603,911,,,
44499,25400,2268,,,
44500,38864,2268,,,
44501,47857,2268,,,
44502,42877,2268,,,
44503,41486,2268,,,
44504,49304,2268,,,
44505,45519,2268,,,
44506,41713,2268,,,
44507,49448,2268,,,
44508,48792,375,,,
44509,47498,375,,,
44510,49607,375,,,
44511,13446,82,,,
44512,38752,82,,,
44513,42768,82,,,
44514,41377,82,,,
44515,45422,82,,,
44516,41604,82,,,
44517,13447,263,,,
44518,38753,2807,,,
44519,42769,2807,,,
44520,41378,2807,,,
44521,45423,2807,,,
44522,41605,2807,,,
44524,42770,1398,,,
44525,41379,1398,,,
44526,45424,1398,,,
44527,45288,496,,,
44528,38755,265,,,
44529,42853,265,,,
44530,41462,265,,,
44531,45501,265,,,
44532,41689,265,,,
44533,13449,6428,,,
44534,13450,86,,,
44535,38756,86,,,
44536,42771,86,,,
44537,41380,86,,,
44538,45425,86,,,
44539,41607,86,,,
44540,38757,266,,,
44541,42772,266,,,
44542,41381,266,,,
44543,45426,266,,,
44544,41608,266,,,
44545,13451,266,,,
44546,46017,53,,,
44547,45034,53,,,
44548,13452,267,,,
44549,38758,267,,,
44550,42773,267,,,
44551,41382,267,,,
44552,45427,267,,,
44553,41609,267,,,
44554,49608,18,,,
44555,48793,18,,,
44556,47499,18,,,
44557,14994,6429,,,
44563,30889,2292,,,
44565,25689,913,,,
44566,38760,913,,,
44568,42775,913,,,
44569,41384,913,,,
44570,41611,913,,,
44571,13455,91,,,
44572,38761,91,,,
44573,42776,91,,,
44574,41385,91,,,
44575,45430,91,,,
44576,41612,91,,,
44587,13458,916,,,
44588,38764,916,,,
44589,26900,919,,,
44590,42781,919,,,
44591,41390,919,,,
44592,45434,919,,,
44593,41617,919,,,
44594,42912,6434,,,
44595,47951,6434,,,
44596,48794,6431,,,
44597,49547,6431,,,
44598,9111,8487,,,
44599,30807,6433,,,
44600,42856,6592,,,
44601,41465,6592,,,
44602,45504,6592,,,
44603,13462,6592,,,
44604,38768,6592,,,
44605,41692,8254,,,
44606,49523,987,,,
44607,47501,987,,,
44608,38770,6595,,,
44609,42868,6595,,,
44610,41477,6595,,,
44612,30606,6436,,,
44613,45436,9470,,,
44614,41619,6197,,,
44615,42783,2651,,,
44616,41392,2651,,,
44617,49610,6437,,,
44618,25148,6197,,,
44619,13467,8233,,,
44620,38773,8233,,,
44621,42785,8233,,,
44622,41394,8233,,,
44623,45437,8233,,,
44624,41621,8233,,,
44625,42787,2877,,,
44626,41396,2877,,,
44627,45438,2877,,,
44628,41623,2877,,,
44629,13469,2877,,,
44630,50138,5007,,,
44631,47952,6438,,,
44632,45269,6439,,,369[200f.]
44633,25000,2443,,,
44634,42884,2443,,,
44635,41493,2443,,,
44636,49303,2443,,,
44637,49225,2443,,,
44638,41720,2443,,,
44639,49453,2443,,,
44640,47365,5007,,,
44641,50094,5007,,,
44642,47811,5110,,,
44643,47444,5110,,,
44644,45847,5110,,,
44645,49335,5110,,,
44646,47883,5110,,,
44647,47748,5110,,,
44648,42900,5110,,,
44649,41509,5110,,,
44650,49258,5110,,,
44651,49305,5110,,,
44652,45540,5110,,,
44653,49226,5110,,,
44654,41736,5110,,,
44655,49423,5110,,,
44656,49454,5110,,,
44657,38777,283,,,
44658,42789,283,,,
44659,41398,283,,,
44660,45439,283,,,
44661,41625,283,,,
44663,47456,6440,,,
44664,47471,6440,,,
44665,47953,6440,,,
44666,47298,6440,,,
44667,13471,283,,,
44668,38778,6087,,,
44669,42790,8263,,,
44670,41399,8263,,,
44671,45440,8263,,,
44672,41626,6087,,,
44673,36205,6441,,,
44675,48974,6441,,,
44676,47680,6441,,,
44677,48796,21,,,
44678,47502,21,,,
44679,49611,21,,,
44680,42791,927,,,
44681,41400,927,,,
44682,45441,927,,,
44683,41627,927,,,
44684,5124,6442,,,
44689,13476,929,,,
44690,38782,929,,,
44691,42793,929,,,
44692,41402,929,,,
44693,45443,929,,,
44694,41629,929,,,
44695,50140,5262,,,
44696,50132,6443,,,
44697,47820,5262,,,
44698,50134,6443,,,
44699,9555,6444,,,
44700,42794,6444,,,
44701,41403,6444,,,
44702,45444,6444,,,
44705,50141,5036,,,
44707,38783,289,,,
44708,41630,289,,,
44709,13478,815,,,
44710,38784,815,,,
44711,42795,815,,,
44712,41404,815,,,
44713,45445,815,,,
44714,41631,815,,,
44715,30599,6445,,,130[50f.]
44716,13479,468,,,
44718,42797,2895,,,
44719,38786,641,,,
44720,41406,641,,,
44721,41633,641,,,
44722,13480,641,,,
44723,28984,6446,,,
44724,13481,565,,,
44725,38787,565,,,
44726,42798,565,,,
44727,41407,565,,,
44728,45448,565,,,
44729,27005,565,,,
44730,41634,565,,,
44731,13482,294,,,
44732,50142,5228,,,
44733,13483,295,,,
44734,38789,295,,,
44735,42800,295,,,
44736,41409,295,,,
44737,45450,295,,,
44738,41636,295,,,
44739,38790,930,,,
44740,42801,930,,,
44741,41410,930,,,
44742,41637,930,,,
44743,13485,931,,,
44744,38791,931,,,
44745,42802,931,,,
44746,41411,931,,,
44747,45452,931,,,
44748,41638,931,,,
44749,42803,1272,,,
44750,41412,1272,,,
44751,45453,1272,,,
44752,41639,932,,,
44753,5133,6447,,,
44754,38793,2910,,,
44755,42865,2910,,,
44756,41474,2910,,,
44757,41701,646,,,
44758,13488,123,,,
44759,38794,123,,,
44760,42804,123,,,
44761,41413,123,,,
44762,45454,123,,,
44763,41640,123,,,
44764,13490,825,,,
44765,38796,825,,,
44766,42869,825,,,
44767,41478,825,,,
44768,45514,825,,,
44769,47914,825,,,
44770,38797,303,,,
44771,47891,303,,,
44772,42806,303,,,
44773,41415,303,,,
44774,45456,303,,,
44775,41642,303,,,
44777,13491,6449,,,
44780,45284,6450,,,369[424]
44785,36658,6452,,,
44787,38804,131,,,
44788,42809,131,,,
44789,41418,131,,,
44790,45459,131,,,
44791,41645,131,,,
44795,13498,131,,,
44796,45035,598,,,
44797,27094,2036,,,
44798,41646,2036,,,
44800,13500,938,,,
44802,38890,938,,,
44803,9578,938,,,
44804,42811,938,,,
44805,41420,938,,,
44806,45461,938,,,
44807,41647,938,,,
44808,37629,6457,,,
44809,24756,6457,,,
44810,48957,1087,,,
44811,47663,1087,,,
44812,13501,312,,,
44813,38807,312,,,
44814,42885,312,,,
44815,41494,312,,,
44816,45526,312,,,
44817,41721,312,,,
44818,38809,314,,,
44819,42813,314,,,
44820,41422,314,,,
44821,41649,314,,,
44822,13503,314,,,
44823,47813,7772,,,
44824,42860,3000,,,
44825,41469,3000,,,
44826,45507,3000,,,
44827,41696,3000,,,
44828,13505,535,,,
44829,38811,535,,,
44830,42814,535,,,
44831,41423,535,,,
44832,45463,535,,,
44833,41650,535,,,
44834,13506,940,,,
44835,38812,940,,,
44836,42861,940,,,
44837,41470,940,,,
44838,45508,940,,,
44839,41697,940,,,
44841,30891,6462,,,
44842,46019,6624,,,
44844,8126,6462,,,
44845,24384,6462,,,
44846,11258,6624,,,
44849,45036,6458,,,
44850,47447,6460,,,
44851,42902,6460,,,
44852,41511,6460,,,
44853,49265,6460,,,
44854,49308,6460,,,
44855,45542,6460,,,
44856,41738,6460,,,
44857,47844,6461,,,
44858,49426,6461,,,
44859,49457,6461,,,
44860,50193,5125,,,
44861,50223,5125,,,
44863,50284,6463,,,
44864,50300,6463,,,
44865,50315,6463,,,
44866,47824,6463,,,
44867,47318,6463,,,
44868,50145,6463,,,
44870,6331,204,,,
44871,49282,6464,,,
44872,47818,6464,,,
44873,47452,6464,,,
44874,45851,6464,,,
44875,49340,6464,,,
44876,41499,6464,,,
44877,49262,6464,,,
44878,45530,6464,,,
44879,49230,6464,,,
44880,41726,6464,,,
44881,49458,6464,,,
44882,50330,6465,,,
44888,46020,4519,,,
44890,41654,946,,,
44891,38818,946,,,
44892,45037,6470,,,
44893,42818,5291,,,
44894,41427,5291,,,
44895,13515,146,,,
44896,38821,146,,,
44897,42821,146,,,
44898,41430,146,,,
44899,45470,146,,,
44900,41657,146,,,
44901,42822,1407,,,
44902,41431,1407,,,
44903,13517,500,,,
44904,38823,500,,,
44905,42823,500,,,
44906,41432,500,,,
44907,41659,3060,,,
44908,5877,6468,,,
44909,45472,6468,,,
44911,47897,6469,,,
44912,38824,327,,,
44913,42824,327,,,
44914,41433,327,,,
44915,45473,327,,,
44916,41660,327,,,
44917,13518,327,,,
44918,13519,328,,,
44919,42339,328,,,
44920,38825,328,,,
44921,42825,328,,,
44922,41434,328,,,
44923,45474,328,,,
44924,41661,328,,,
44925,42826,948,,,
44926,41435,948,,,
44927,45475,948,,,
44928,48797,380,,,
44929,47503,380,,,
44930,49612,380,,,
44931,47472,380,,,
44932,48798,4358,,,
44933,47504,4358,,,
44934,49613,4358,,,
44935,47825,1368,,,
44936,42863,1273,,,
44937,41472,1273,,,
44938,32479,520,,,
44939,41699,3063,,,
44940,47505,6026,,,
44941,13522,153,,,
44942,42827,153,,,
44943,41436,153,,,
44944,45476,153,,,
44945,41663,153,,,
44946,48799,6471,,,
44947,13523,840,,,
44948,38829,840,,,
44949,42828,840,,,
44950,41437,840,,,
44951,45477,840,,,
44952,41664,840,,,
44953,49614,6472,,,
44954,28169,6472,,,
44959,38832,8364,,,
44960,42830,8364,,,
44961,41439,8364,,,
44962,45479,8364,,,
44963,41666,8364,,,
44964,24016,6473,,,
44965,47954,6474,,,
44966,34593,6474,,,
44967,13527,953,,,
44968,38833,953,,,
44969,42831,953,,,
44970,41440,953,,,
44971,41667,953,,,
44989,13533,955,,,
44990,41672,955,,,
44996,26061,3095,,,
44997,38841,956,,,
44998,41674,1275,,,
44999,45487,956,,,
45000,48800,991,,,
45001,47506,991,,,
45002,49615,2255,,,
45003,13537,342,,,
45004,42353,342,,,
45005,38843,342,,,
45006,42839,342,,,
45007,41448,342,,,
45008,45488,342,,,
45009,41675,342,,,
45010,42840,958,,,
45011,41449,958,,,
45018,41679,961,,,
45019,42908,6475,,,
45020,13541,1277,,,
45021,38847,1277,,,
45022,42843,1277,,,
45023,41452,1277,,,
45024,45491,1277,,,
45025,48801,992,,,
45026,47507,992,,,
45028,49616,2513,,,
45029,32482,993,,,
45030,48802,993,,,
45031,47508,993,,,
45032,49617,2144,,,
45033,48803,28,,,
45034,47509,28,,,
45035,49618,28,,,
45036,48804,994,,,
45037,47510,994,,,
45038,49619,994,,,
45039,48805,995,,,
45040,47511,995,,,
45041,47955,1701,,,
45042,13543,348,,,
45043,38849,348,,,
45044,42844,348,,,
45045,41453,348,,,
45046,45492,348,,,
45047,49620,6477,,,
45048,41680,3140,,,
45049,4122,6478,,,
45050,48806,996,,,
45051,47512,996,,,
45052,49621,996,,,
45053,13545,963,,,
45054,38851,963,,,
45055,42847,963,,,
45056,41456,963,,,
45057,45495,963,,,
45058,41683,963,,,
45059,47956,2256,,,
45060,38852,8289,,,
45061,42873,1409,,,
45062,41482,1409,,,
45063,41709,964,,,
45068,49283,5015,,,
45069,47815,5015,,,
45070,47448,5015,,,
45071,45852,5015,,,
45072,49341,5015,,,
45073,47903,5015,,,
45074,47849,5015,,,
45075,42893,5015,,,
45076,41502,5015,,,
45077,49263,5015,,,
45078,49310,5015,,,
45079,45533,5015,,,
45080,49231,5015,,,
45081,41729,5015,,,
45082,49428,5015,,,
45101,47449,6482,,,
45102,49264,6484,,,
45103,47802,6484,,,
45104,47434,6484,,,
45105,47853,6484,,,
45106,47329,6484,,,
45107,49248,8443,,,
45108,49290,8443,,,
45109,45544,8443,,,
45110,48984,8443,,,
45111,41740,8443,,,
45112,49414,8443,,,
45113,49434,8443,,,
45114,38886,881,,,
45115,37625,881,,,
45116,9482,3170,,,
45117,47719,5226,,,
45118,49918,5109,,,
45119,46133,825,,,
45120,44034,3836,,,
45121,43808,3836,,,
45122,46001,774,,,
45123,46099,842,,,
45124,43770,157,,,
45125,43996,157,,,
45126,43544,157,,,
45127,44448,157,,,
45128,44222,157,,,
45129,27621,6485,,,"156[366-7{Cognate to Avestan dānu-, Vedic dā́nu- 'river, water', and to European river names like that of the Danube.}]"
45130,27622,6485,,,
45131,45986,764,,,
45132,30844,1599,,,
45133,44322,21,,,
45135,43398,178,,,435
45136,44302,178,,,
45150,46152,6487,,,
45151,45249,6487,,,
45152,49887,6487,,,
45153,44058,5238,,,
45154,43832,5238,,,
45155,43606,5238,,,
45156,44510,5238,,,
45157,44284,5238,,,
45158,36274,5015,,,
45159,49978,5015,,,
45161,47722,5015,,,344[105{dī- < *diyah = Non-Persian *ziyah}]
45166,46136,1635,,,
45167,45168,6490,,,
45168,44012,3851,,,
45169,43786,3851,,,
45172,47451,5026,,,
45174,49320,6492,,,
45175,47439,6492,,,
45176,47336,6492,,,
45177,42899,6492,,,
45178,41508,6492,,,
45179,49252,6492,,,
45180,49294,6492,,,
45181,45539,6492,,,
45182,49217,6492,,,
45186,37628,6495,,,
45187,45446,6495,,,
45188,4060,6495,,,
45189,27246,6495,,,
45190,12882,6495,,,
45191,42796,1400,,,
45192,41405,1400,,,
45193,49270,5431,,,
45194,47807,5431,,,
45195,47441,5431,,,
45196,49327,5431,,,
45197,41739,5431,,,
45198,49420,5431,,,
45199,49444,5431,,,
45205,45846,5026,,,
45206,49333,5026,,,
45207,47358,5026,,,
45208,42891,5026,,,
45209,41500,5026,,,
45210,49257,5026,,,
45211,41727,5026,,,
45212,49422,5026,,,
45213,49452,5026,,,
45214,49272,5026,,,
45215,41606,6498,,,
45216,16010,6498,,,
45217,38754,2822,,,
45219,49427,6500,,,
45220,49309,6501,,,
45221,27233,6502,,,
45222,26785,6502,,,
45223,26890,6503,,,
45237,41522,2186,,,
45238,47905,2551,,,
45239,47326,2551,,,
45240,49314,6506,,,
45241,48809,2146,,,
45242,47515,2146,,,
45243,49624,2146,,,
45244,47960,2627,,,
45245,48810,5546,,,
45246,47516,5546,,,
45247,49625,5546,,,
45248,49505,1091,,,
45249,47635,1091,,,
45250,49744,6508,,,
45251,23965,6509,,,
45252,47961,6510,,,
45253,47399,6511,,,
45254,13510,944,,,
45255,27226,6512,,,
45258,46055,6514,,,
45259,9160,101,,,
45260,42867,944,,,
45261,41476,944,,,
45262,45512,3004,,,
45263,47916,3004,,,
45264,43950,3831,,,
45265,43724,3831,,,
45267,47727,5225,,,
45268,46058,5706,,,
45269,41743,6517,,,
45270,49433,6517,,,
45271,45084,811,,,
45272,45829,6390,,,
45274,42907,6390,,,
45275,49247,6390,,,
45276,49289,6390,,,
45277,49319,6390,,,
45278,49250,8827,,,
45280,38855,2235,,,
45281,49437,2235,,,
45283,49221,6519,,,
45286,49445,6520,,,
45287,44406,3845,,,
45288,25022,2456,,,
45289,38860,2456,,,
45290,44180,3845,,,
45291,49450,2456,,,
45292,13448,1266,,,
45293,30952,2398,,,
45294,26798,6521,,,
45295,46059,2398,,,
45297,49460,6523,,,
45298,23495,6524,,,
45303,30955,6525,,,
45304,46061,6525,,,
45305,42906,5112,,,
45306,41515,5112,,,
45307,49253,5112,,,
45308,45546,5112,,,
45309,49218,5112,,,
45310,49255,6526,,,
45311,49297,6526,,,
45312,45543,6526,,,
45313,45087,6525,,,
45314,5779,6527,,,
45315,49260,6528,,,
45316,48811,1001,,,
45317,47517,1001,,,
45318,49626,1001,,,
45319,32483,6529,,,
45320,5734,6530,,,
45322,48812,4362,,,
45323,47518,4362,,,
45324,49627,9641,,,
45325,48813,39,,,
45326,47519,39,,,
45327,49628,39,,,
45328,47962,39,,,
45329,48814,223,,,
45330,49546,223,,,
45331,49629,223,,,
45332,47963,223,,,
45333,13375,6531,,,
45334,36306,6532,,,
45335,36191,6532,,,
45337,48961,6532,,,
45338,47667,6532,,,
45339,47463,6532,,,
45340,47473,6532,,,
45341,47965,6532,,,
45342,47930,6532,,,
45343,45089,731,,,
45344,44411,731,,,
45345,49776,6533,,,
45346,43959,731,,,
45347,48815,1005,,,
45348,47521,1005,,,
45350,43733,731,,,
45351,44185,731,,,
45352,48816,4967,,,
45353,47522,4967,,,
45354,49631,9626,,,
45355,47966,1707,,,
45356,48817,1007,,,
45357,47523,1007,,,
45358,49632,1007,,,
45359,47967,6535,,,
45360,48818,44,,,
45361,47524,44,,,
45362,49633,44,,,
45363,47968,44,,,
45364,49634,226,,,
45365,47969,226,,,
45366,48819,6536,,,
45367,47525,6536,,,
45368,48949,4364,,,
45369,47655,4364,,,
45370,49764,4364,,,
45371,26169,6537,,,
45372,30958,815,,,
45373,42909,6538,,,
45374,47970,6538,,,
45375,46064,815,,,
45376,45090,815,,,
45377,43960,815,,,
45378,43734,815,,,
45379,43508,815,,,
45380,44412,815,,,
45381,44186,815,,,
45383,13355,182,,,
45384,38878,182,,,
45385,42687,182,,,
45386,41296,182,,,
45387,41523,182,,,
45390,13369,6541,,,
45391,42904,6542,,,
45392,41513,6542,,,
45393,50568,115,,,
45394,45091,115,,,
45395,46065,5716,,,
45396,46066,1676,,,
45397,30960,818,,,
45398,30961,7441,,,
45399,44416,294,,,
45400,43738,294,,,
45401,43512,294,,,
45403,15063,5086,,,
45404,46069,5086,,,
45405,43739,5086,,,
45407,44417,5086,,,
45408,44191,5086,,,
45409,42704,6543,,,
45410,41313,6543,,,
45412,46070,7046,,,
45413,13376,6544,,,
45414,38684,380,,,
45415,42709,869,,,
45416,41318,869,,,
45417,48950,2235,,,
45418,47656,2235,,,
45419,49765,2235,,,
45420,26128,6545,,,
45421,48820,1010,,,
45422,47526,1010,,,
45423,49635,1010,,,
45424,43969,123,,,
45425,13382,6547,,,
45426,43743,123,,,
45427,31980,6548,,,
45428,46073,123,,,
45429,43517,123,,,
45431,44421,123,,,
45433,47855,6549,,,
45434,44195,123,,,
45438,48968,6550,,,
45440,49783,6550,,,
45441,47457,6551,,,
45442,47708,8676,,,
45443,47971,8677,,,
45444,47931,6551,,,
45445,48821,1011,,,
45446,47527,1011,,,
45447,47476,1011,,,
45448,49636,2151,,,
45449,44486,6552,,,
45450,42715,872,,,
45451,41324,872,,,
45452,44260,6552,,,
45456,30970,5738,,,
45457,46075,5738,,,
45458,43971,649,,,
45459,43745,649,,,
45461,44423,649,,,
45462,44197,649,,,
45463,13401,6554,,,
45465,26219,1604,,,
45466,46123,805,,,
45467,46078,6555,,,
45468,44200,131,,,
45469,45104,131,,,
45470,38708,225,,,
45471,45902,831,,,
45472,13542,6556,,,
45473,45106,1656,,,
45474,43976,1656,,,
45475,13404,3170,,,
45476,43750,1656,,,
45477,43524,488,,,
45479,49295,6557,,,
45480,46145,1617,,,
45481,13411,3153,,,
45482,49269,6558,,,
45483,42740,890,,,
45484,41349,890,,,
45485,42746,894,,,
45486,41355,894,,,
45488,13425,895,,,
45489,45838,895,,,
45490,42749,895,,,
45491,41358,895,,,
45492,45406,895,,,
45493,47349,895,,,
45494,41585,6560,,,
45495,38731,895,,,
45496,24774,2300,,,
45497,49300,2456,,,
45498,49330,2456,,,
45499,47869,2456,,,
45500,47350,2456,,,
45503,45108,314,,,
45504,43978,314,,,
45505,43752,314,,,
45506,44430,314,,,
45507,44204,314,,,
45508,42680,6561,,,
45509,49882,6561,,,
45510,49810,6561,,,
45511,45193,6562,,,
45512,44063,6562,,,
45513,44515,6562,,,
45514,46157,6561,,,
45515,30985,1620,,,
45516,46127,1620,,,
45517,42923,1620,,,
45520,35996,6564,,,
45524,44055,6360,,,
45525,43829,6360,,,
45527,36271,6360,,,
45528,49977,6360,,,
45529,47728,5237,,,
45530,13431,900,,,
45531,13432,6565,,,
45533,47351,2071,,,
45534,50702,6317,,,
45536,45116,146,,,
45537,30995,146,,,
45538,43986,146,,,
45539,43760,146,,,
45540,43534,146,,,
45543,44438,146,,,
45544,44212,146,,,
45547,13433,6568,,,
45548,43885,7563,,,435
45549,41690,903,,,
45550,43659,7563,,,
45551,44337,7563,,,
45552,44111,7563,,,
45553,46000,1643,,,
